source,campaign,plan,leave_reason,cnt,avg_days_to_churn,avg_months_since_signup
unknown,unknown,twoMonths,好みでないものがたくさんあった。,1,362.0,40.0
unknown,unknown,oneMonth,好みではないパンが来た時、余ってしまうから。,1,117.0,50.0
unknown,unknown,oneMonth,"息子の習い事などで出費がが重なってきてしまった為。
楽しみにしていたのでとても残念です。
また機会がございましたらよろしくお願い致します。",1,138.0,56.0
unknown,unknown,oneMonth,内容のパンが好みではなかった,1,46.0,35.0
unknown,unknown,oneMonth,購入したパンを期限までに消費できないことが多くなったため。,1,264.0,61.0
unknown,unknown,oneMonth,"一人暮らしの息子に送っていたのですが冷凍庫を圧迫するそうです。
美味しいパン屋さんが多かったのでとても残念です。
また機会がございましたらよろしくお願い致します。",1,156.0,48.0
unknown,unknown,oneMonth,"退会の理由は、自身の金銭的な問題です。

毎月ワクワク♡
どのパンも大変美味しくて大満足でした。
ありがとうございました！",1,139.0,35.0
unknown,unknown,oneMonth,プレゼントだったため,1,49.0,49.0
unknown,unknown,oneMonth,チーズが苦手なのですが　チーズを使ったパンが多いと　食べる事が出来ないので,1,407.0,45.0
unknown,unknown,oneMonth,もう食べなくなった,1,148.0,33.0
unknown,unknown,twoMonths,金額が少し高いと感じました。,1,15.0,41.0
unknown,unknown,twoMonths,金額が高かった。,1,67.0,52.0
unknown,unknown,twoMonths,子どもが食べれるパンが少ない為,1,11.0,43.0
unknown,unknown,oneMonth,"検査結果を読んで、そのような回答になるのではと予測はしていました。
続けるつもりでいましたが、やはり退会した方が良いと思います。
ありがとうございました。",1,587.0,54.0
unknown,unknown,oneMonth,楽しみしていたのですが、金額が高い為,1,687.0,49.0
unknown,unknown,twoMonths,"朝食用のパンが欲しかったのですが、調理パンが多く、朝からは無理でした。
甘くないドライフルーツやナッツの入ったパン、ハードパンが届くことを願っていましたが、私の希望とは内容が異なりました。
短い間でしたが、大変お世話になりました。
希望のパン屋さんからのお取り寄せ等、細やかな配慮に拍手です。",1,74.0,33.0
unknown,unknown,oneMonth,思ってたよりも似たり寄ったりのパンがきます。,1,214.0,33.0
unknown,unknown,oneMonth,パンを食べる機会が減ってしまった為。,1,102.0,33.0
unknown,unknown,twoMonths,届いたパンは申し分ありませんでしたが、私自身の商売が忙しくなり余裕がなくなってきそうだから。,1,19.0,35.0
unknown,unknown,twoMonths,代金が少し高いよいうに思います,1,330.0,56.0
unknown,unknown,oneMonth,各地のパンが食べられるのは魅力的だと思いましたが送料がもったいないかなと思うようになってしまいました,1,155.0,41.0
unknown,unknown,oneMonth,パンを食べなくなってしまったから。たくさん溜まってしまったため。,1,228.0,46.0
unknown,unknown,twoMonths,"角食など、
嫌いなパンがあります。

美味しいパンもあるので、
もう少し好みの傾向を選べると
良いのですが。

残念ですが、
退会します。
",1,89.0,49.0
unknown,unknown,oneMonth,思っていた物と違っていた,1,14.0,41.0
unknown,unknown,twoMonths,パンの個数を考えると送料分が高すぎて続けられないと思った。,1,20.0,41.0
unknown,unknown,twoMonths,クーポンとの併用不可との連絡をいただいたため。,1,2.0,26.0
unknown,unknown,oneMonth,高い。思っていたより量も少ない,1,19.0,38.0
unknown,unknown,twoMonths,パンの個数と月額があまりにも合わないなと思いました。,1,87.0,26.0
unknown,unknown,oneMonth,Auカード利用者です。誕生日月に一回パンスク無料キャンペーンが来たので入会しました。また機会があれば是非入会したいです！これから食べます。ドキドキ楽しみです,1,14.0,41.0
unknown,unknown,oneMonth,あまり美味しくないパンがあることが多かったです。,1,182.0,47.0
unknown,unknown,twoMonths,冷凍庫の容量があまりないので、一度に沢山入れるのは大変でした。,1,14.0,42.0
unknown,unknown,oneMonth,冷凍庫に入りきらない事が多くなってきた為,1,230.0,33.0
unknown,unknown,oneMonth,解凍するのが面倒くさい。全体的にパンが硬い。,1,291.0,30.0
unknown,unknown,twoMonths,レーズンが苦手なのですが、パンを選ぶ事はできないので,1,14.0,36.0
unknown,unknown,twoMonths,"どんなパン屋さんから届くのか ワクワク感もあり 楽しみではあったのですが、やはり好みのパンばかりではなかったので
退会させていただきます。",1,343.0,33.0
unknown,unknown,twoMonths,"ずっとおやすみしていたので一度退会します。
機会がきたらまた再登録させて頂きます。",1,824.0,48.0
unknown,unknown,twoMonths,クーポンとの併用ができず、思ったよりも価格が高くなったため。,1,30.0,26.0
unknown,unknown,twoMonths,ニックネ－ムかえたい,1,0.0,32.0
unknown,unknown,oneMonth,考えてみたら買ったほうが安いかも？と思ったから,1,3.0,61.0
unknown,unknown,oneMonth,価格が割高だった。,1,25.0,56.0
unknown,unknown,twoMonths,初回クーポンが無効になったから,1,2.0,26.0
unknown,unknown,oneMonth,家計費節約のため,1,336.0,31.0
unknown,unknown,twoMonths,"遠方の知らないパン屋さんから届くのは、とても楽しみでしたが
どれもよく似たパターンのハード系が多くて、好きなパターンが半分位なので
やはり店舗に足を運び選ぶことにしたいと思います",1,107.0,22.0
unknown,unknown,twoMonths,後期高齢者なので固いパンがしっかり噛めなくなりました。最近になってそれが顕著に。残念ながら退会します。,1,138.0,38.0
unknown,unknown,oneMonth,"年を取り固いパンが食べられません
何度か送ってもらいましたが
どこのパンも似た物ばかりでした。
パンスクのオリジナルが食べたかった
毎回、一つでもパンスクのテーマが入った～そのパン屋さんでしか作れないパンが食べて見たかったよ！
またそんな企画が始まったら教えてください～海外のパンも食べてみたかった。ありがとうございました。
今後の発展を願います～(^^)",1,150.0,54.0
unknown,unknown,oneMonth,遠方のパン屋さんと出会えるのは嬉しいが、価格が高すぎる。,1,21.0,32.0
unknown,unknown,twoMonths,パンの種類に対して割高のため,1,15.0,46.0
unknown,unknown,oneMonth,消費できないことが多いため,1,450.0,46.0
unknown,unknown,twoMonths,体調を崩して、医師から食事制限するように言われたので。,1,369.0,47.0
unknown,unknown,twoMonths,必要がなくなったので。,1,103.0,58.0
unknown,unknown,oneMonth,ライフスタイルに変更があったため。,1,28.0,49.0
unknown,unknown,twoMonths,スケジュールが合わない,1,181.0,38.0
unknown,unknown,oneMonth,料金が高くて続けられない,1,14.0,40.0
unknown,unknown,twoMonths,パンはいつも美味しく頂きました。どんなパンが届くのかも楽しみでした。すみません　個人的な理由で退会します,1,647.0,58.0
unknown,unknown,oneMonth,美味しいパンを自宅に届けてもらえるのは本当にありがたいと思いました。でも、値段が高いのと、現地に行って雰囲気も味わいたいので、私には満足感が今ひとつ得られませんでした。本当にごめんなさい。でもありがとうございました。,1,215.0,49.0
unknown,unknown,twoMonths,好みでないパンがあるから,1,100.0,28.0
unknown,unknown,twoMonths,1人暮らしなので　少し多かったかな,1,14.0,38.0
unknown,unknown,oneMonth,食べずに捨ててしまったり無駄にしてしまうから。,1,1056.0,56.0
unknown,unknown,twoMonths,留守にすることが多くなったので。,1,101.0,59.0
unknown,unknown,twoMonths,一度、お試しのつもりで利用させていただきました。美味しいパンではありましたが、あえて割高なパン代金と送料を支払ってまで手に入れる物ではない、自分の生活圏でも購入できるレベルだと思いました。,1,41.0,49.0
unknown,unknown,twoMonths,ハード系のパンが自分好みでない事に気がついたので、近所のソフト系のパン屋さんを開拓することにしたため。,1,142.0,46.0
unknown,unknown,twoMonths,解凍がうまくいかない,1,139.0,28.0
unknown,unknown,twoMonths,経済的に無理,1,50.0,26.0
unknown,unknown,oneMonth,冷凍パンがやはりうまく解凍して焼き直しできないので。,1,31.0,44.0
unknown,unknown,oneMonth,好みに合ったパンが少ない。,1,137.0,26.0
unknown,unknown,oneMonth,価格が少し高かった,1,595.0,60.0
unknown,unknown,twoMonths,クーポン併用可能とのことで申し込みをしていたから。,1,32.0,26.0
unknown,unknown,twoMonths,クーポン併用不可のため。,1,2.0,26.0
unknown,unknown,twoMonths,サービス内容とコストが目的に沿わなかった。,1,14.0,41.0
unknown,unknown,oneMonth,食パンはなかなか食べなかったり、好みのパンが届かないことがあるため、ある程度選んで頼めるものにしたいから。,1,270.0,51.0
unknown,unknown,oneMonth,支払いが厳しくなったため,1,1162.0,59.0
unknown,unknown,twoMonths,試しにとってみて、好みのパンが来なかったので！,1,41.0,36.0
unknown,unknown,oneMonth,パンは美味しいのですが　ちょっと高いです,1,49.0,39.0
unknown,unknown,twoMonths,パンのタイプ(ハード系など)を選べないので、好みでないパンが届くと、食べるのが大変だから。,1,21.0,31.0
unknown,unknown,oneMonth,届いた品と比べて価格が高いと感じた,1,9.0,68.0
unknown,unknown,twoMonths,パンはおいしくいただいていますが、なかなか食べきれません,1,185.0,32.0
unknown,unknown,twoMonths,家族には不評だったので。,1,104.0,35.0
unknown,unknown,twoMonths,前回届いたパンの内容と金額に納得できなかったので,1,68.0,47.0
unknown,unknown,oneMonth,冷凍庫が一杯です。いつもたくさん送って頂きありがとうございました。,1,177.0,43.0
unknown,unknown,twoMonths,割引クーポンが使えないとメールが来たから,1,2.0,26.0
unknown,unknown,twoMonths,"贈られてくるパン屋さんを指定できないのは不安がある。
自分の好みのパンもあるため事前に選びたい。
それもあり、美味しいパンなら４０００円もありかもだが、好きでもないパンが届く可能性もあると考えるとこの価格は高すぎる。",1,21.0,36.0
unknown,unknown,twoMonths,"田舎に住む高齢の親へ、パンの定期便を利用しようと思いました。
が、やっぱり冷凍状態のパンに対する抵抗感があるのと、私達のようにインターネット上でその上質なパンの情報や美味しいいただき方などを理解するのが難しいと思いました。（私達は全てを理解出来るし美味しくいただきましたが）",1,6.0,46.0
unknown,unknown,oneMonth,一回試したかっただけ,1,18.0,41.0
unknown,unknown,twoMonths,聞いていた話と違ってショックです,1,2.0,26.0
unknown,unknown,twoMonths,好き嫌いが多いので,1,171.0,36.0
unknown,unknown,twoMonths,値段が少し高いので,1,134.0,43.0
unknown,unknown,twoMonths,auのプレゼントだったから,1,14.0,41.0
unknown,unknown,oneMonth,思ったよりも価値を感じなかった,1,11.0,34.0
unknown,unknown,oneMonth,クーポンが利用できないとのことで。,1,2.0,26.0
unknown,unknown,oneMonth,いつも美味しいパンのお届けありがとうございました☆一人暮らしで和食を中心にしたいと考えて退会することにしました。,1,166.0,33.0
unknown,unknown,twoMonths,パンが食べ切れない,1,209.0,61.0
unknown,unknown,oneMonth,ポイントサイトとの併用が出来ないため,1,3.0,26.0
unknown,unknown,oneMonth,出産里帰り期間が終了し、家事を再開するため。,1,179.0,46.0
unknown,unknown,twoMonths,もっと自分が好きなパンだったらよかった！,1,12.0,26.0
unknown,unknown,twoMonths,他社さんと契約しました。,1,30.0,58.0
unknown,unknown,oneMonth,支払えない,1,0.0,70.0
unknown,unknown,oneMonth,老人福祉施設入所のため次回から中止 退会します。,1,38.0,29.0
unknown,unknown,twoMonths,美味しかったけど、別の定期便パンの方が美味しかったので。,1,16.0,42.0
unknown,unknown,oneMonth,アカウントがタブってしまったため,1,0.0,22.0
unknown,unknown,oneMonth,宅配で届く荷物を家族が受け取ることになるが冷凍の管理が不十分になってしまう。,1,23.0,59.0
unknown,unknown,twoMonths,パンが食べきれないため,1,61.0,26.0
unknown,unknown,oneMonth,十分堪能したため,1,180.0,33.0
unknown,unknown,twoMonths,思っていたものと違っていた。,1,13.0,40.0
unknown,unknown,twoMonths,食べたい時に直ぐに手にしたいので、定期購入に私は向いていませんでした。,1,61.0,26.0
unknown,unknown,twoMonths,クーポンが使えると聞いていたのに使えなかったため,1,35.0,26.0
unknown,unknown,oneMonth,コロナが少しずつ落ち着いてパンを買いに行けるようになったから。,1,170.0,53.0
unknown,unknown,twoMonths,お店で好きなパンを買った方がいいから,1,112.0,49.0
unknown,unknown,twoMonths,"パンが届いたが、あまり好きなパンではなかった
全国の色んなパン屋の味が楽しめるのは良いことだが、好みじゃないパンに毎回何千円も払えない。",1,32.0,48.0
unknown,unknown,oneMonth,冷凍から解凍して焼いて食べる過程がうまくいかないのかバンが美味しくありません。地元のパン屋さんで買った方が良いと家族も言うので退会します。,1,40.0,61.0
unknown,unknown,oneMonth,なかなか好みのパンに出会わない。,1,130.0,52.0
unknown,unknown,oneMonth,"商品を選ぶことができず、好みではないパンも届いてしまうのは残念と感じ、こちらのシステムが私には合わないと思いました。 

これまでありがとうございました。",1,101.0,36.0
unknown,unknown,twoMonths,対応が良くないから。,1,60.0,26.0
unknown,unknown,twoMonths,金額に関してです。,1,74.0,26.0
unknown,unknown,oneMonth,金額が高いと感じた為,1,225.0,70.0
unknown,unknown,oneMonth,"会員登録から2回のパンが届いておいしくいただき、まだ
ストックもあります。ただ、「こだわりのパン」の傾向も分かってきました。当方高齢にて普通のパンも食したいと考え、十分に楽しみましたので、退会したく。ありがとうございました。",1,50.0,33.0
unknown,unknown,twoMonths,pointサイトとクーポンの併用ができないため,1,2.0,26.0
unknown,unknown,oneMonth,金額が高いと思います。,1,71.0,56.0
unknown,unknown,twoWeeks,経費削減,1,107.0,34.0
unknown,unknown,oneMonth,家族の食生活の変化の為,1,256.0,50.0
unknown,unknown,oneMonth,解凍方法が良く判らず美味しく食べられず残念だった。個別に説明書が入っていないとネットの大まかな説明では各店舗のパンの良さが生かされない。,1,11.0,68.0
unknown,unknown,twoMonths,好きなパンがあまり無い,1,244.0,49.0
unknown,unknown,oneMonth,美味しかったです,1,138.0,39.0
unknown,unknown,oneMonth,いつも美味しいパンを届けて頂きましたが、本格的なパンよりも柔らかなフカフカしたパンが自分は好きです。クランベリーやラズベリーなども使われている事が多く苦手なので食べられません。ワクワクして箱を開けるのは楽しかったです。とても残念ですが退会をお願いします。今まで有難うございました。,1,270.0,48.0
unknown,unknown,twoMonths,ポイントサイト経由,1,2.0,26.0
unknown,unknown,oneMonth,"パンが大好きなので、届くのをとても楽しみにしていました。
本日受け取りまして、美味しそうなパンが沢山入っていましたが、金額の割に量がとても少なく、継続出来ないと思い退会を希望します。",1,17.0,49.0
unknown,unknown,oneMonth,本日届いたパンの費用をお支払い後、退会させていただきたいと思います。お送りいただくパンは毎回とても美味しく大満足でした。ただ、やはり割高感は否めません。,1,137.0,70.0
unknown,unknown,oneMonth,"料金が高い為
",1,247.0,56.0
unknown,unknown,oneMonth,満足でした！,1,80.0,67.0
unknown,unknown,twoMonths,利用条件に変更があった為,1,2.0,26.0
unknown,unknown,oneMonth,"８回楽しみましたので、もう充分かなと思いました。
あとドライフルーツが苦手で、毎回必ず入ってるのがあるから、それだけがいつも残ってしまいます。
また、食べたくなったった時は再度申し込みをしたいと思います。
いままで美味しいパンをありがとうございました。",1,234.0,49.0
unknown,unknown,twoMonths,"パンを食べなくなった為
",1,85.0,31.0
unknown,unknown,oneMonth,コストパフォーマンスが悪過ぎる。,1,14.0,59.0
unknown,unknown,twoMonths,"体調管理が必要となり、食事制限する上で食べられなくなる為。


普段遠くて買いに行けない人気なパン屋さんのパンを食べられる
夢のようなこのパンクス…
パンが届く日はワクワクしました。

またいつかご縁があれば…です",1,593.0,49.0
unknown,unknown,oneMonth,求めているパンに遠のいてしまった為,1,357.0,47.0
unknown,unknown,twoMonths,冷凍パンだからめんどくさい食べ方。,1,48.0,33.0
unknown,unknown,twoMonths,"まだ一度しか利用していないのですが
届けていただいたパンは、とっても美味しかったです
冷凍なのに、本当に美味しくてビックリしました
今回は家庭の事情で、残念ですけど退会させてください",1,44.0,36.0
unknown,unknown,oneMonth,"とても おいしく楽しく頂きました。
が 少し お値段が よく 続けるのは
少し厳しいので 退会をお願いします。",1,26.0,41.0
unknown,unknown,twoMonths,クーポンが使えるから注文したのに使えなかったから,1,30.0,26.0
unknown,unknown,twoMonths,"クーポンがあったから試してみました。
めちゃくちゃ美味しかったです。
ですが定期でやるには少し高く継続はできませんでした。
お得なキャンペーン等があればまた利用したいと思います。
ありがとうございました。",1,15.0,40.0
unknown,unknown,oneMonth,ポイントサイトとクーポンの併用ができると思って注文したから。,1,2.0,26.0
unknown,unknown,twoMonths,"だいたいいつも7〜8個くらいパンが入ってましたが、3個くらいはあまり惹かれないパン（豆やクリームチーズなど、）が毎回入っていたため
結局残して、食べない事があった。
後、ハード系のパンはやはり、冷凍にしてしまうと通常より硬さを感じてしまった。",1,357.0,46.0
unknown,unknown,oneMonth,小麦粉製品を一切食べないようにいたしました。,1,74.0,34.0
unknown,unknown,oneMonth,長く利用していないので。,1,917.0,70.0
unknown,unknown,oneMonth,高すぎ,1,753.0,47.0
unknown,unknown,twoMonths,パンは美味しいのが、少し堅いパンが、年のせいか苦手です。それと送料が高いように思います。ごめんなさい🙇‍♀️,1,23.0,33.0
unknown,unknown,oneMonth,自分の好みのパンではなかった,1,43.0,61.0
unknown,unknown,oneMonth,食べるのを忘れてしまい、冷凍庫に溜まってしまったから。,1,79.0,35.0
unknown,unknown,oneMonth,食べる人がいなくなったので。,1,226.0,43.0
unknown,unknown,twoMonths,値段の割にあまり期待していたパンじゃなかった,1,30.0,42.0
unknown,unknown,twoMonths,仕事に復帰するため、受け取れないから。,1,266.0,46.0
unknown,unknown,oneMonth,"特別おいしいパンとの出会いを期待して入会しました。
それなりに美味しかったのですが、そこまで記憶に残る出会いが無く、続ける意味がないと思ってしまいました。
残念ですが退会します。
ありがとうございました。",1,196.0,46.0
unknown,unknown,twoMonths,美味しかったのですが、お値段の関係上…。,1,18.0,42.0
unknown,unknown,oneMonth,2重登録になってしまいました。申し訳ありませんでした。,1,0.0,66.0
unknown,unknown,oneMonth,大き過ぎた。,1,80.0,46.0
unknown,unknown,twoMonths,"金額が高い

好みのﾊﾟﾝが選べるわけでもないのに高い金額払ってまで
購入する価値がないと判断したので",1,127.0,35.0
unknown,unknown,oneMonth,"ポコチャでライバーの為に入ったのにポイントにならないなら意味無い
からやめます",1,8.0,36.0
unknown,unknown,oneMonth,リモートワークが終了したので。,1,250.0,60.0
unknown,unknown,twoMonths,利用できたセゾンクーポンが利用不可とのことなので。,1,2.0,26.0
unknown,unknown,oneMonth,"冷凍パンを美味しく頂くのは、私には
中々難しかったです。",1,14.0,71.0
unknown,unknown,oneMonth,やはり値段が高い。,1,136.0,38.0
unknown,unknown,twoMonths,地元のパン屋さんとあまり変わらないのに　送料や手数料がかかるので　値段がとても高いので　続けられません。,1,16.0,24.0
unknown,unknown,twoMonths,費用面,1,17.0,40.0
unknown,unknown,oneMonth,パンのお取り寄せとしては、毎月全国のどこかのパンが楽しめるというのは良いなと思いますが、しっかりした値段を支払うので、パンが選べたらより利用しやすいです。,1,17.0,71.0
unknown,unknown,oneMonth,サービスが良くないため,1,152.0,23.0
unknown,unknown,twoMonths,続けるには高いから。ありがとうございました。,1,60.0,26.0
unknown,unknown,twoMonths,今こちらとBASEbreadの2つのサブスクに入っているが、やはりどちらか一つにしたいのでこちらを退会させていただきます。,1,46.0,26.0
unknown,unknown,twoMonths,値段相当の価値を実感できなかった,1,11.0,36.0
unknown,unknown,twoMonths,他の宅配を利用するため,1,24.0,49.0
unknown,unknown,twoMonths,"口に合わない。
料金が高い。",1,12.0,47.0
unknown,unknown,twoMonths,パンスクが嫌になったから。,1,2.0,26.0
unknown,unknown,oneMonth,家族が入院し、食べる人がいなくなってしまいました。,1,87.0,40.0
unknown,unknown,oneMonth,不要になったので,1,10.0,30.0
unknown,unknown,twoMonths,金額と内容,1,286.0,42.0
unknown,unknown,twoMonths,届いてみて、この量だと価格にたいして私どもでは割にあいません、あしからず,1,14.0,41.0
unknown,unknown,oneMonth,"他にも色々な定期便を試したくなったので、ごめんなさい。
",1,74.0,51.0
unknown,unknown,twoMonths,初回注文スケジュールが変更され、楽しみにしていたのに残念だった。,1,101.0,26.0
unknown,unknown,twoMonths,物価の高騰のため、他の出費が増えてしまったため。,1,11.0,40.0
unknown,unknown,twoMonths,"1度注文しましたが、好みでないパンもあるので、近所にオーガニック専門パン屋があり、そちらで好きなパンを選んで買う方が良いと感じました。
残念ではございますが、退会します。",1,106.0,45.0
unknown,unknown,twoMonths,どこのお店から届くのか楽しみである一方、やはりパン単体として高額であるため、続けられないと思ったため,1,204.0,40.0
unknown,unknown,oneMonth,"いつも美味しいパンをありがとうございました。
パンが大好物の息子が独り立ちしたのでやめさせていただきます。

ありがとうございました",1,222.0,72.0
unknown,unknown,twoMonths,"2月23日の次回の分からは退会します。やはり値段が高すぎるのと近くにパン屋さんができたので。
",1,195.0,67.0
unknown,unknown,oneMonth,パンの量の割に高い,1,89.0,71.0
unknown,unknown,twoMonths,・,1,17.0,42.0
unknown,unknown,twoMonths,クーポンが終わった為,1,43.0,26.0
unknown,unknown,twoMonths,もういいかなと思ったから,1,617.0,55.0
unknown,unknown,oneMonth,"家族の人数が減ってしまったのに加えて、
健康上の理由からパン自体を食べることを
減らさざるを得なくなり、退会します。
色々なパンが毎月届くのが楽しみだっただけに残念です。
美味しいパンをありがとうございました。",1,136.0,40.0
unknown,unknown,twoMonths,あまり必要性を感じなかった,1,92.0,26.0
unknown,unknown,oneMonth,食べたいパンがあまりない。ハード系よりも、惣菜パンが食べたいです。,1,89.0,61.0
unknown,unknown,twoMonths,"4月から、お給料が下がってしまう事になってしまい経済的に継続が厳しくなってしまいました
全国の美味しいパンを食べられる事ができて嬉しかったです
ありがとうございました",1,540.0,55.0
unknown,unknown,oneMonth,初回にして 普段食べている近くのお店10店舗くらいとくらべて あきらかに 美味しくなかった,1,28.0,46.0
unknown,unknown,oneMonth,外出出来る様になったから。,1,90.0,70.0
unknown,unknown,twoMonths,ゴールデンウィーク過ぎに再注文します。,1,56.0,48.0
unknown,unknown,twoMonths,ハード系のパンが苦手だった為。,1,345.0,52.0
unknown,unknown,twoMonths,定額が高いため,1,9.0,44.0
unknown,unknown,twoMonths,"一人暮らしにとっては少し値段が高く、継続利用は難しいので退会します。
今回はクーポンがあったので利用させていただきました。",1,17.0,38.0
unknown,unknown,twoMonths,送料込みで3990円という価格ほどの価値を感じられなかった。,1,14.0,40.0
unknown,unknown,oneMonth,ドイツパン系のものが多くて、自分の好みに合うものがほとんどなかったから,1,161.0,47.0
unknown,unknown,twoMonths,セゾンクーポン利用者への対応が最悪なので。,1,11.0,26.0
unknown,unknown,twoMonths,パンスクからメールが来たので,1,34.0,26.0
unknown,unknown,twoMonths,地元にも沢山のパン屋さんが出来、十分食べ歩き出来るようになったので,1,711.0,46.0
unknown,unknown,twoMonths,硬いパンが多いので家族が食べないため退会したいです。,1,261.0,49.0
unknown,unknown,twoMonths,パンはおいしいときもあったが、料金が高いから。,1,327.0,62.0
unknown,unknown,twoMonths,対応が非常識極まりなかった,1,15.0,42.0
unknown,unknown,oneMonth,冷凍庫に入りきらないため。,1,36.0,26.0
unknown,unknown,twoMonths,"複数の要因があります。
1) 緊急事態宣言が解除されて、買い物に行けるようななった
2) パンスクからの配達が一巡して、満足した
3) 食べたいパンを選べる買い方をしたくなった
4) 他にも冷凍でパンを届けれてくれるサービスが出てきた
5) 配達日に家にいることが難しくなった
緊急事態宣言中は、パンが届くのがとても楽しみでした。どうもありがとうございました。",1,309.0,61.0
unknown,unknown,twoMonths,収入が減り、食費等の見直しのため、退会します,1,336.0,46.0
unknown,unknown,twoMonths,使用したクーポンが適用外になったため,1,29.0,26.0
unknown,unknown,twoMonths,今後使わない,1,32.0,31.0
unknown,unknown,twoMonths,パンは美味しかったが金額が少し高いと思いました。,1,41.0,41.0
unknown,unknown,oneMonth,値段のわりに高いし、気に入ったパンがあまり配達されないので,1,134.0,36.0
unknown,unknown,oneMonth,パンが選べないため。,1,73.0,71.0
unknown,unknown,oneMonth,"冷凍から解凍して食べるパンはイマイチ。
あとあまり好きではないパンも入っていて、好きなパンより苦手なパンが多いこともあったのでら退会します。",1,85.0,62.0
unknown,unknown,oneMonth,パンは皆とてもおいしいです。でも自分の目で見て好きなパンを選びたいので退会します。,1,210.0,26.0
unknown,unknown,twoWeeks,イメージしたものと違っていたため。,1,19.0,32.0
unknown,unknown,oneMonth,少し値段が高いなと思ったから,1,18.0,70.0
unknown,unknown,oneMonth,"1年間という期間を決めて始めたためです。

",1,351.0,61.0
unknown,unknown,oneMonth,"冷凍庫がいっぱい
",1,1020.0,61.0
unknown,unknown,oneMonth,コスパとしては地元のパン屋さんの方が良いと思います,1,176.0,30.0
unknown,unknown,oneMonth,好みパンが少なかった。,1,249.0,37.0
unknown,unknown,oneMonth,"あまり好みでないパンも含まれるので好き嫌いのある自分には向いていないと思いました
",1,51.0,34.0
unknown,unknown,oneMonth,生活困難の為,1,138.0,29.0
unknown,unknown,oneMonth,"せっかくお誕生日クーポンを
頂いたのですが
家にオーブントースターがないため
縁がないと感じまして
退会に至ります。",1,0.0,40.0
unknown,unknown,oneMonth,確かに美味しいのですが、高いと思いました,1,131.0,62.0
unknown,unknown,oneMonth,量の割に値段が高い,1,20.0,37.0
unknown,unknown,twoMonths,料金が高い、近所のパン屋さんで買う方が美味しいし好きなものを選べるから,1,36.0,26.0
unknown,unknown,twoWeeks,家庭の事情,1,128.0,56.0
unknown,unknown,twoMonths,"美味しくいただきました。
",1,235.0,50.0
unknown,unknown,oneMonth,"ありがとうございました。
３軒のパン屋さん楽しませていただきました。

①お値段がどうしても割高な事

②家のガスオーブンを使って自分で焼けるタイプの冷凍パンを求めていました。

　　　　　　　　小倉",1,95.0,71.0
unknown,unknown,twoMonths,入院のため,1,162.0,55.0
unknown,unknown,oneMonth,パン焼きの機械を、誕生日に息子からもらったので。,1,336.0,70.0
unknown,unknown,oneMonth,お試しでやってみたものの、どんなパンがくるのか、我が家の好みも知らないまま送られてくるのが良い悪い点でもあり、要望を聞いてくれるようになるのであれば再検討する。,1,9.0,68.0
unknown,unknown,twoMonths,冷蔵庫で解凍してからレンジやトースターで温めてもふわふわにならないパンがあった。,1,159.0,46.0
unknown,unknown,twoMonths,冷凍パンを上手に食べられない。,1,64.0,49.0
unknown,unknown,twoMonths,お気に入りのパン屋さんで、好きなパンを買った方が自分には合っていると思いました。,1,172.0,43.0
unknown,unknown,twoMonths,子供があまり食べてくれなかったので,1,14.0,41.0
unknown,unknown,twoMonths,食費を節約したいため,1,138.0,37.0
unknown,unknown,twoMonths,値段が収入と釣り合わない,1,259.0,42.0
unknown,unknown,oneMonth,送料等経費が掛かるのは理解するが、単価が高すぎる。,1,49.0,72.0
unknown,unknown,twoMonths,楽しみ感がなくなった為,1,375.0,62.0
unknown,unknown,twoMonths,"思っていたより普通のパン過ぎて
ちょっとガッカリ。
",1,11.0,38.0
unknown,unknown,twoMonths,値段の割には個数が少なく、また、朝の時間に食べようと思って契約したものの、いざ届いたら物によっては自然解凍２時間ほどしてからトースターで焼く必要があると知り、手間がかかりすぎて面倒な為。,1,49.0,41.0
unknown,unknown,twoWeeks,クレジットカードしか支払い方法がないため,1,16.0,47.0
unknown,unknown,oneMonth,"ハード系パンがあまり好きではないが、ハード系パンが入ってることが多い為。
",1,182.0,59.0
unknown,unknown,twoMonths,使わなくなったから。,1,485.0,42.0
unknown,unknown,twoMonths,セゾンクーポンが使用できなかったため,1,29.0,26.0
unknown,unknown,twoMonths,"今回お届け頂いて　冷凍技術にすっごく期待していたので、ワクワクしながらヘルシオでトースト、等
して頂いたのですが、　すみません。感動なく
逆に今迄食べてきた、あらゆるお店のお気に入りの、パンの美味しさを認識させて頂いて、　出張や外食が多くて、
冷凍庫も常にパンパンなので、すみません…退会させていただきます。
この度は、私の為にセレクトしてお届け下さりありがとうございました。
　　　　　　　
",1,23.0,31.0
unknown,unknown,twoMonths,お値段ほどの価値がなかったため,1,463.0,47.0
unknown,unknown,oneMonth,自分で選びたい。高い。,1,12.0,33.0
unknown,unknown,twoMonths,冷凍庫が、満タンな為、入れるスペースがない,1,15.0,42.0
unknown,unknown,twoMonths,届いたパンはとても美味しく、また食べたいと思いましたが、私にとっては料金が高いため、残念ながら退会させていただくことにしました。,1,39.0,40.0
unknown,unknown,oneMonth,退会します,1,91.0,71.0
unknown,unknown,twoMonths,"好みのパンが届かない
高い",1,163.0,49.0
unknown,unknown,twoMonths,なかなか消費ができないため,1,549.0,38.0
