source,campaign,plan,leave_reason,cnt,avg_days_to_churn,avg_months_since_signup
unknown,unknown,twoMonths,登録した後に口コミで見たら　まるごと１個ではなく半分に切られている時もあると載っていたので…そう考えると高い…かも?って思い　申し訳ないですが退会希望します,1,0.0,59.0
unknown,unknown,twoMonths,"美味しいパンとの宣伝文句だが、届いたのは普通のパンでした。
普通のパンにしては値段が高すぎる。",1,138.0,54.0
unknown,unknown,twoMonths,"送料を考えても高すぎる。
近くの美味しいパン屋さんで十分かな。
特別　代り映えしない。

苦手な酒粕系のパンが届き、
最初から　罰ゲームかと思う味のパンでした。
　",1,12.0,33.0
unknown,unknown,twoMonths,"パンは美味しかったです。でも2900円＋税分のパンが届くと思っていましたが、税込2385円分の7つのパンしか入っていませんでした。
パンが好きで、全国のパンをいろいろ食べられるのはすごく楽しみでしたが、少し期待とは違いました。",1,13.0,49.0
unknown,unknown,twoMonths,"値段が高いため。
同じ金額で近くのパン屋さんで倍くらいの量を買えるから。",1,13.0,42.0
unknown,unknown,oneMonth,医者に痩せるように言われたから。,1,191.0,26.0
unknown,unknown,twoMonths,約半年利用して、満足したため。,1,224.0,47.0
unknown,unknown,,好みが合いませんでした,1,106.0,22.0
unknown,unknown,oneMonth,"子供が食べるのにむかないハードなパンが多い
菓子パン(クリームやチョコ)などかいい
ざっくりとアイテムが選べるといいです",1,78.0,47.0
unknown,unknown,twoMonths,"我が家には高価過ぎて継続できません。
パンの数が少なくてビックリしました。
材料が高価なのでしょうね。せっかく真心のこもった商品を届けて頂いたのに申し訳ございません。
",1,27.0,41.0
unknown,unknown,oneMonth,"美味しいパンで楽しみでしたが、いろいろ加味して妥当なお値段だとはおもいますが。
また余裕ができたら再開したいです。ありがとうございました。",1,150.0,40.0
unknown,unknown,twoMonths,自分の生活スタイルには合わなかった,1,87.0,26.0
unknown,unknown,oneMonth,"家族が減って
余りがちになりそう
なので
一回退会
させていただきます
",1,131.0,61.0
unknown,unknown,twoMonths,少しお高いので,1,34.0,26.0
unknown,unknown,oneMonth,今は、必要無い為,1,25.0,61.0
unknown,unknown,twoMonths,前回のパンで食中毒になったから。,1,745.0,58.0
unknown,unknown,oneMonth,"好みでないパンが重なって
困った。
コロナで休業していた近所のパン屋さんが
全て開店したので
必要なくなったから。",1,143.0,70.0
unknown,unknown,twoMonths,試してみやすかったので入会しましたがポイント対象ではなかったので退会します。,1,2.0,26.0
unknown,unknown,twoMonths,"手持ちのクーポンが使えないとの事だったので。
またパンの手配先が何日経っても決まらず、いつになるか検討がつかなかったので。",1,31.0,26.0
unknown,unknown,twoMonths,余ってしまう為,1,262.0,46.0
unknown,unknown,twoMonths,条件が異なるため。,1,2.0,26.0
unknown,unknown,oneMonth,パンが美味しいと思えない,1,11.0,20.0
unknown,unknown,oneMonth,配送料も含めて価格が高い,1,141.0,47.0
unknown,unknown,oneMonth,美味しかったですが、高いと思いました。,1,384.0,48.0
unknown,unknown,oneMonth,"パンの種類が好みに合っていないため
",1,333.0,34.0
unknown,unknown,oneMonth,"一回体験してみたかっただけなので。
ありがとうございました。",1,32.0,42.0
unknown,unknown,twoMonths,続けるにあたり価格が負担になりそうなので退会させていただきます。,1,55.0,49.0
unknown,unknown,twoMonths,CVテストの為になります。,1,0.0,33.0
unknown,unknown,oneMonth,"先日は感情的に意見を述べてしまい申し訳ありませんでした。
貴社の企画は、地方に居ながら全国の美味しいパン屋さんのパンを購入出来ること、素材や工程にこだわり、人気の高いパン屋さんに出会えることなどとても魅力的だと思います。が、月に一度の宅配が難しいというのであれば、こちらとしても「次はいつ届けてもらえるのだろう」「信用しても大丈夫？」という不安もあり、残念ですが退会させて頂きたいと思います。
",1,40.0,71.0
unknown,unknown,oneMonth,"好みで無いパンが残ってしまう
",1,729.0,69.0
unknown,unknown,twoMonths,まだ1回目ですが、自分でも行ける距離のパン屋さんのが届いたから。,1,13.0,62.0
unknown,unknown,twoMonths,キャンペーン割引で購入出来る期間が終了した為と、あまり好きなパンが届かなかったから,1,274.0,35.0
unknown,unknown,oneMonth,地方の美味しいパンを届けるというコンセプトは良い思うのですが、好みのパンと少し種類が違いました。,1,31.0,22.0
unknown,unknown,twoMonths,おいしいパンが届きましたが、価格設定が送料込みとはいえ、高いなぁと思いました。,1,26.0,42.0
unknown,unknown,twoMonths,購入時の条件が変更されたので、解約します。,1,2.0,26.0
unknown,unknown,,忙しいため,1,34.0,20.0
unknown,unknown,twoMonths,一回の料金が高い,1,15.0,40.0
unknown,unknown,oneMonth,"美味しかったのですが申し訳ありません。
私には少し高かったです。",1,238.0,70.0
unknown,unknown,twoMonths,食べれなくなったから,1,199.0,47.0
unknown,unknown,oneMonth,都合が合わず受け取りができない,1,704.0,59.0
unknown,unknown,twoMonths,クーポンが適用出来ないとメールがあったため,1,2.0,26.0
unknown,unknown,twoMonths,"ポイントサイトから購入したが
思っていた条件と違ったから",1,7.0,26.0
unknown,unknown,twoMonths,値段と味が釣り合ってないと思ったからです。,1,13.0,40.0
unknown,unknown,oneMonth,パンに飽きたから,1,45.0,41.0
unknown,unknown,twoMonths,あまり好みでないパンがいくつかあったため,1,109.0,26.0
unknown,unknown,oneMonth,"見知らぬ土地の見知らぬお店から、自慢のパンが届くのは、とても楽しみだった
退会の理由は、甘い系、ソフト系のパンが残ってくることと、身近に好きなパン屋さんが有ったからです",1,90.0,34.0
unknown,unknown,twoMonths,時間がかかりすぎなので,1,19.0,59.0
unknown,unknown,twoMonths,近くのお店に美味しいパン屋が出来たから。,1,90.0,26.0
unknown,unknown,twoMonths,"料金が少し高く感じるからです。
とても美味しかったのでまた機会があれば宜しくお願いします。",1,14.0,40.0
unknown,unknown,oneMonth,"商品が、届いてないのに、料金の支払いが、されている。
なので、やめます。
返金して、下さい。
",1,1.0,34.0
unknown,unknown,twoMonths,料金の負担が大きく感じた,1,728.0,49.0
unknown,unknown,oneMonth,パン屋さんの焼きたてのパンが食べられると思って始めたのですが、なかなか思うようにいきませんでした。近くの焼きたてのパンで十分遜色なくおいしく食べられるので、少々お高いパンスクは退会させてください。出荷確定分は送っていただいてもかまいません。ありがとうございました。,1,155.0,68.0
unknown,unknown,oneMonth,価格に値する価値を見いだせなかったのと商品の送付に不満を持ちました。,1,9.0,70.0
unknown,unknown,twoMonths,"パンに魅力的なものが感じられない…
値段の割にはパンの数が少ない",1,193.0,47.0
unknown,unknown,twoMonths,クーポンがあったので購入しました。パンは美味しかったけど、送料を含めた価格がやはり高いと思います。面白い企画だと思いますので、続けて頂きたいと思いますが、申し訳ありませんが、私は退会させていただきます。,1,35.0,42.0
unknown,unknown,twoMonths,2度目に来たパンがおいしくなかったから。,1,92.0,48.0
unknown,unknown,twoMonths,クーポンを利用したため。,1,2.0,26.0
unknown,unknown,twoMonths,どんなものかお試しのつもりで始めて、パンは毎回美味しかったのですが気が済んだので。ありがとうございました。,1,765.0,55.0
unknown,unknown,oneMonth,"硬いパンが多く
歯が悪いため食べれないです
美味しいのですが私には
無理のようです
また機会がありましたら
よろしくお願いします",1,14.0,33.0
unknown,unknown,oneMonth,利用料金が負担になったため,1,84.0,33.0
unknown,unknown,twoMonths,美味しいパンもありましたが、ベーグルばかりのパン屋さんが届いて飽きてしまったり、なかなか食べたいパンに出会えませんでした。,1,182.0,52.0
unknown,unknown,twoMonths,クーポンとポイントサイトとの併用ができない,1,2.0,26.0
unknown,unknown,twoMonths,思ったよりパンの数が少ないと感じました。,1,15.0,42.0
unknown,unknown,oneMonth,"色々なパンが食べられて楽しかったです
取り敢えず一度、期間をおこうかと思い一度退会することにしました。また再開時には宜しくお願いします。",1,449.0,33.0
unknown,unknown,twoMonths,体調崩して食べれ無いため,1,349.0,36.0
unknown,unknown,twoMonths,届くパンが好みでないので退会を希望します,1,76.0,34.0
unknown,unknown,oneMonth,好みのパンに出会わなかったので,1,51.0,46.0
unknown,unknown,oneMonth,ハード系のパンが多く飽きる。,1,694.0,48.0
unknown,unknown,oneMonth,なくても生きていける,1,408.0,46.0
unknown,unknown,twoMonths,パンを食べる回数が減った為,1,632.0,45.0
unknown,unknown,oneMonth,思ってたより美味しくなかった,1,33.0,33.0
unknown,unknown,twoMonths,"たまには甘い系も良かった
",1,138.0,47.0
unknown,unknown,twoMonths,ルールを急に変えられたから。,1,30.0,26.0
unknown,unknown,twoMonths,冷凍保管が難しいため,1,64.0,44.0
unknown,unknown,oneMonth,ハード系のパンが多く、もともとフワフワの菓子パン、惣菜パンが好きだから。,1,76.0,33.0
unknown,unknown,twoMonths,"後出しでの条件変更にがっかりしました。
個人情報は全削除願います。",1,1.0,26.0
unknown,unknown,twoMonths,お試ししてよかったら継続したかったんですが、いろいろ残念すぎました。,1,30.0,26.0
unknown,unknown,oneMonth,"届いて来るパンが今一好みではないので
",1,60.0,54.0
unknown,unknown,twoMonths,"一度試してみたかったからです。
とても美味しかったですが、続けるには料金が高めです。",1,74.0,26.0
unknown,unknown,oneMonth,パンを食べる機会が減った。,1,455.0,48.0
unknown,unknown,twoMonths,パンが好みのが少ない為。,1,405.0,41.0
unknown,unknown,oneMonth,思っていたパンの量では無い為、金額的に納得できなかった,1,11.0,33.0
unknown,unknown,oneMonth,冷凍されたパンをおいしく食べれなかったから,1,22.0,52.0
unknown,unknown,twoMonths,同じようなパンが続くため。,1,93.0,46.0
unknown,unknown,twoMonths,高いと感じたため。,1,206.0,31.0
unknown,unknown,oneMonth,割高のため,1,17.0,59.0
unknown,unknown,oneMonth,"パンは美味しいし、楽しみでもありますが、飽きてきたので。
パンスクギフトの方も退会手続きをお願いします。",1,797.0,46.0
unknown,unknown,twoMonths,いつも、冷凍庫をたくさんつかわなければいけない事が私には合わない事と、パンは、とても美味しいのですが金額に対しての量が少なく感じる為、今回で退会させていただきます。,1,103.0,53.0
unknown,unknown,twoMonths,美味しいパン屋さんをみつけたので…,1,51.0,47.0
unknown,unknown,oneMonth,いいのテスト,1,438.0,68.0
unknown,unknown,oneMonth,パンの内容に対して料金が高い。,1,92.0,71.0
unknown,unknown,twoMonths,高い、スケジュールが調整できない,1,20.0,41.0
unknown,unknown,twoMonths,余ってしまうため,1,57.0,24.0
unknown,unknown,oneMonth,冷凍庫のスペースが少ないため,1,12.0,25.0
unknown,unknown,twoMonths,お得なクーポンを使って試してみようと思ったが、クーポン適用されないことになったため,1,9.0,26.0
unknown,unknown,twoMonths,節約の為、やむなく。,1,47.0,26.0
unknown,unknown,oneMonth,誕生日クーポンを受け取りました。サービスを知り、パンを試してみたいと思っていました。 私はすべてのパンが大好きで、箱から感謝のカードまで、写真、多くの注意と献身で届きました. 残念ながら続行できません。機会をありがとう。,1,22.0,42.0
unknown,unknown,oneMonth,金額が高くて続けられないです。,1,20.0,29.0
unknown,unknown,oneMonth,毎回、ハード系のパンが多いから,1,116.0,47.0
unknown,unknown,oneMonth,魅力的な品ではなかった,1,19.0,35.0
unknown,unknown,twoMonths,"物価高騰のためいろいろなことを節約しなければならなくなった。
",1,473.0,46.0
unknown,unknown,twoMonths,"入会したての頃はどんなパンが届くのか楽しみだったけど、回を重ねる度になんかしょぼいかんじだったし食べたいと思うパンがなくて楽しみがなくなった。
あと料金が高い。",1,445.0,46.0
unknown,unknown,twoMonths,クーポンが使えなかったため、値段が高いと感じた,1,2.0,26.0
unknown,unknown,oneMonth,期待以上のパンでなかったから。,1,21.0,46.0
unknown,unknown,oneMonth,"思っているパンに出会え無い
味が合わないので",1,57.0,49.0
unknown,unknown,twoMonths,"パン屋さんの種類によっては高いと思います
又、再配達時解凍になってて急いで食しなくてはならず、不便だと思いました",1,130.0,59.0
unknown,unknown,oneMonth,ハードパンが多いため,1,41.0,27.0
unknown,unknown,twoMonths,他サービスを利用するため。,1,107.0,26.0
unknown,unknown,oneMonth,苦手な種類が多く食べられなかった,1,62.0,27.0
unknown,unknown,twoMonths,諸般の事情により,1,37.0,26.0
unknown,unknown,oneMonth,お金が高いため,1,97.0,44.0
unknown,unknown,twoMonths,好きなパンがあまりなかったから,1,71.0,26.0
unknown,unknown,twoMonths,今、ダイエット中なので、しばらく菓子パンを食べることをやめます。,1,417.0,55.0
unknown,unknown,oneMonth,料金が高い。近所に気に入ったパン屋があるので。,1,635.0,52.0
unknown,unknown,twoMonths,お試しの為,1,10.0,40.0
unknown,unknown,twoMonths,クーポンの利用規約にポイントサイトとの併用不可の文字が一切ないのに併用不可とされた理由がわからない。完全に後付けであり信用にかける企業と判断したため。,1,2.0,26.0
unknown,unknown,twoMonths,パンを食さなくなった,1,382.0,70.0
unknown,unknown,twoMonths,自分の好みのパンもあるがあまり好きでは無いパンもあるので残ることもある為,1,532.0,59.0
unknown,unknown,oneMonth,"初回とても美味しくいただいて
今後も続けたい気持ちはいっぱいですが、
費用がお高いため。
申し訳ありませんが退会をさせていただきたく何卒よろしくお願いいたします。
",1,9.0,65.0
unknown,unknown,twoMonths,家を空ける為。,1,85.0,40.0
unknown,unknown,oneMonth,パンを食べきれない。,1,382.0,32.0
unknown,unknown,twoMonths,"同じような種類が続いた
金額の面",1,199.0,33.0
unknown,unknown,twoMonths,単身赴任ですが、パンを買切ってから焼いたりとかライフスタイルと合致しなかったから。,1,254.0,61.0
unknown,unknown,twoMonths,解凍が上手くいかない,1,457.0,56.0
unknown,unknown,twoMonths,"３回購入しましたが、好みが合いませんでした。
全国のパンが食べれるのは良い事ですが、好みじゃないパンが届いても厳しいかな～。
スイーツ系、お惣菜系、ハード系、食パンなど好みが選べるといいな。
実際地方住みなら嬉しいかもですが、都心に近いと東京で美味しいパンはいくらでも購入できるのでメリットないかも。
３回しか体験してないですが、味など普通かな。
なので、事前に今度のパン屋はこれです。この中からお好きなパンお選びください！とかなら継続したい。
何が届くのかドキドキ感はいらない。高くはないですが、無駄になる。",1,132.0,38.0
unknown,unknown,twoMonths,クーポンでお試しが出来たのはとても嬉しかったです。でも、値段が高くてやっぱり続けられない。,1,15.0,42.0
unknown,unknown,twoMonths,金銭的に厳しくなった。,1,93.0,41.0
unknown,unknown,oneMonth,値段が私にとっては高い。,1,58.0,72.0
unknown,unknown,oneMonth,別なところに頼んでみたい,1,66.0,27.0
unknown,unknown,twoMonths,当分必要では無いから。,1,22.0,41.0
unknown,unknown,twoMonths,"さきほど、aupayの引き落としがあり、
同時に返品処理になったり。
先月も同様ない事があり
ドキドキしていまい。
どこからの処理か分からず、
調べていると
多分パンスクさんかもらしれないですね。

また、色々スムーズに確認とれるようになりましたら、参加したいと思います。
よろしくお願いします。

",1,59.0,42.0
unknown,unknown,twoMonths,美味しいけど値段が高い,1,20.0,41.0
unknown,unknown,oneMonth,パンが余るようになってきた為,1,438.0,46.0
unknown,unknown,oneMonth,あまり好みのパンがなかったから,1,500.0,38.0
unknown,unknown,twoMonths,パンの量に比べてお値段が高すぎるので。,1,91.0,26.0
unknown,unknown,oneMonth,家族が冷凍だと自分から食べようとしてくれず、働いている私と時間も合わない為に、ひとりでいただくには食べきれないから。,1,17.0,42.0
unknown,unknown,oneMonth,もっと驚きがあるかと思いきや微妙なのが多くてパン好きなら嬉しそうだけど中間だと厳しいパンだらけでもう少し初心者でも喜べる菓子パンや食パンなど選択肢やおまかせなら初心者にも気配りがあって欲しかった,1,140.0,51.0
unknown,unknown,oneMonth,送った相手があまり感謝しなかっから。,1,15.0,43.0
unknown,unknown,oneMonth,一連のトラブルを含め,1,31.0,26.0
unknown,unknown,twoMonths,思ったより量がたくさんあって大満足でした。冷凍庫の余裕があまりないので、他のコース(少量)が出たらまた検討します。,1,27.0,42.0
unknown,unknown,twoMonths,"パンの種類がいつも同じような物だから、
送付される日がバラバラな為",1,1110.0,62.0
unknown,unknown,twoMonths,パンは大変美味しかったのですが、値段が高く続けることが出来ません。,1,20.0,45.0
unknown,unknown,oneMonth,年齢的に、歯が弱くなり、硬いハード系のパンが食べづらくなりましたので、退会します,1,197.0,46.0
unknown,unknown,oneMonth,家族から家の近くのパンの方がおいしいと言われたから,1,221.0,29.0
unknown,unknown,oneMonth,"お値段の割に届くパンが普通で特に魅力を感じられない
同じお値段なら自分で選んで買った方が良いと感じた",1,117.0,47.0
unknown,unknown,twoMonths,"冷凍なので、似たような感じになってしまうと思いました。
また価格が少々高いかなと思います。",1,937.0,62.0
unknown,unknown,twoMonths,"出会う事がないパンと出会えた事は嬉しかったのですが、好みのパンが少ないなと感じたのが理由です。
短い間でしたがありがとうございました。",1,200.0,46.0
unknown,unknown,oneMonth,解凍しづらいパンもあるので,1,232.0,61.0
unknown,unknown,twoMonths,１個当たり500円となり、割高である。,1,13.0,40.0
unknown,unknown,oneMonth,"未だ2店を試しただけですが、パンはそれぞれ美味しいと思いました。
でも送料を含めた価格に対して量が少ないと思いました。
それからクロネコヤマトの配送がダメです。
1回目は自分で配送センターに受け取りに行きましたので、ちゃんと冷凍されたものを受け取れたのですが。
2回目は出荷のお知らせメールが来て配送状況を確認すると、19日出荷、20日到着予定となっていましたが、結局その日は届かず。
翌21日に届きましたが、届いた時点で冷凍の筈が随分と解凍された状態でした。
パンを触るともう全部のパンが柔らかくなっていたため、このまま全部を解凍して急いで食べるべきなのか、悩みました。
でもそれは無理だし、折角のパンを急いで食べたくなかったので、半分は冷凍庫に入れました。
それでもそれなりに美味しかったですが、でも何となく残念な気持ちになりました。
だからと言って、これから毎回自分で配送センターに受け取りに行くのも面倒で嫌です。
私には向いていないシステムです。
クロネコヤマトの君津市の営業所がダメなのか、それとも全国的にダメなのか判りませんが。
これはパンスクのせいではありませんが、私には問題です。
配送スキルは佐川急便に比べてヤマトの配達員のレベルが低いと以前から感じていました。
こんな事でもやっとしたくないので、今回は退会させていただきます。
短い間でしたが、ありがとうございました。
",1,49.0,46.0
unknown,unknown,oneMonth,思っていたより解凍して食べるのが、我が家の生活に合わなかったです。,1,83.0,59.0
unknown,unknown,twoMonths,イメージが違ったため。,1,11.0,36.0
unknown,unknown,twoMonths,"高齢者一人になってしまにましたので
消費できませんので退会を希望します
宜しくお願い致します",1,103.0,22.0
unknown,unknown,oneMonth,解凍に不便を感じた為,1,59.0,33.0
unknown,unknown,oneMonth,"一人暮らしで入院したりで
冷凍パンが溜まってきた為。",1,84.0,33.0
unknown,unknown,twoMonths,価格が高いので､やめます。,1,62.0,41.0
unknown,unknown,twoMonths,お支払いがきつくなってきた。,1,386.0,48.0
unknown,unknown,oneMonth,"いつも楽しみにしていたがあまり好みのパンが届かないし家族も食べてくれなくなったのですみませんが退会します。
今までありがとうございました。",1,346.0,46.0
unknown,unknown,twoMonths,ややお値段が高い,1,107.0,26.0
unknown,unknown,oneMonth,"割高感が、強く、2回届いて魅力を感じなくなりました。
申し訳ないです。",1,41.0,28.0
unknown,unknown,oneMonth,あまり好みではないパンが入っていたりするので、好きなパンを食べたい時に購入した方がよいと思ったから。,1,112.0,30.0
unknown,unknown,oneMonth,高齢者にはパンが硬いため。,1,424.0,37.0
unknown,unknown,twoMonths,冷凍庫の場所を確保するのが大変と感じたためです。,1,23.0,42.0
unknown,unknown,oneMonth,パンがたまってきたため。,1,233.0,33.0
unknown,unknown,twoMonths,１回の定期便の金額が高いため。,1,91.0,41.0
unknown,unknown,oneMonth,平日は仕事で受け取りが出来ません。今回、発送日の指定が日曜日から水曜日までしか出来なかったので、退会します。,1,76.0,70.0
unknown,unknown,twoMonths,近所にパン屋を発見したから,1,87.0,26.0
unknown,unknown,twoMonths,パンの料金が高いかなぁと。また機会があればお願い致します。,1,19.0,41.0
unknown,unknown,oneMonth,パンを余り食べなくなったから。,1,305.0,33.0
unknown,unknown,twoMonths,冷凍庫に入らない時がある,1,210.0,56.0
unknown,unknown,twoMonths,コスパが悪い。,1,97.0,26.0
unknown,unknown,twoMonths,特に使わないので,1,376.0,40.0
unknown,unknown,oneMonth,"毎月届くのをとても楽しみにするくらい、毎回美味しくて満足でした。
しかし、美味しくて高カロリーなパンが多いため、自分で低糖質なものを選びたいと思い、退会させていただきます。",1,372.0,41.0
unknown,unknown,oneMonth,自身の体調不良の為,1,44.0,33.0
unknown,unknown,oneMonth,食べすぎてしまうから,1,203.0,33.0
unknown,unknown,twoMonths,検討間違い,1,2.0,26.0
unknown,unknown,oneMonth,"冷凍パンがあわない…
",1,48.0,59.0
unknown,unknown,oneMonth,"続けて購入すると
冷凍庫の中にパンがたくさん余ってしまって
食べきれなくなって来ました。

すみません。
今までありがとうございました。",1,360.0,46.0
unknown,unknown,oneMonth,やはり冷凍ではなく、焼立てのパンを近場のパン屋さんで購入する事にしました。,1,49.0,42.0
unknown,unknown,twoMonths,他のサイトと間違って登録してしまったため,1,2.0,46.0
unknown,unknown,oneMonth,利用しない,1,936.0,56.0
unknown,unknown,twoMonths,初回無料だったから,1,27.0,41.0
unknown,unknown,twoMonths,"1, いつまで経ってもパンが届かないサービス品質
2, クーポンの利用条件の曖昧さと、一方的と思われる対応",1,30.0,26.0
unknown,unknown,oneMonth,我が家には合わないため。,1,22.0,42.0
unknown,unknown,twoMonths,自分好みのパンが入ってなくなった,1,591.0,47.0
unknown,unknown,oneMonth,美味しいと思えない。今まで来たものほとんど。次こそは！と思って続けてたが、もういいです。,1,308.0,34.0
unknown,unknown,oneMonth,小さい子どもが食べられそうなパンが少なかったため。（ハード系のパンが多かった印象です）,1,514.0,56.0
unknown,unknown,twoMonths,ライフスタイルと合わなかった(五人家族),1,44.0,26.0
unknown,unknown,twoMonths,サービスに満足したため,1,88.0,49.0
unknown,unknown,twoMonths,あまり好きじゃないパンが入っていた,1,579.0,46.0
unknown,unknown,oneMonth,パンは美味しく頂きましたが、好みのパンが少なかったので残念でした,1,14.0,35.0
unknown,unknown,oneMonth,"好きなパンが届かない。
金額も続けれる額ではない。
安くして、パンを選べるよーにしてほしい。",1,59.0,46.0
unknown,unknown,twoMonths,美味しいけど金額が高いので。,1,17.0,36.0
unknown,unknown,twoMonths,家族が，思ってたより，食べてくれず，余った。,1,99.0,46.0
unknown,unknown,twoMonths,メールがきてたので。,1,2.0,26.0
unknown,unknown,twoMonths,冷凍庫にパンが保管しきれず残念ながらの退会です,1,368.0,48.0
unknown,unknown,oneMonth,"あまり好みでないパンが多かった
",1,171.0,48.0
unknown,unknown,oneMonth,"似ているパンが多かったので。
クロワッサンが入ってたらよかった。",1,19.0,61.0
unknown,unknown,twoMonths,詳しくは書けませんが、家内が闘病生活になってしまい、食事も含めて、介護していかなければなりません。栄養士さんと相談の上、矢もなく、パンスクさんを退会することを、決断いたしました。ご理解の上、退会手続きをしていただきますよう、お願いいたします。,1,256.0,55.0
unknown,unknown,oneMonth,"好みのパンが無かったです。
少し高いです。",1,47.0,59.0
unknown,unknown,oneMonth,"初回は楽しみにして待って、美味しいパンが届きましたが、その後冷凍で届くのを待っても、
美味しいですが、買いに行けるパンが多いので退会手続きします",1,163.0,29.0
unknown,unknown,oneMonth,無料期間が終わってしまったため,1,18.0,40.0
unknown,unknown,oneMonth,"同じような固いパンしか届かなかった。
もう少しバラエティに富んでいるのかと思っていたので残念です",1,81.0,35.0
unknown,unknown,twoMonths,"高齢者と住んでいるため、今回硬めのパンが多く、ガッカリしたので。毎回普通の食パンが入ると嬉しかったんですが、、、。
やっぱり
焼きたてには敵わないかなぁと思いました。でも何処から届くか毎回ワクワクして、十分楽しめました。ありがとうございました。",1,86.0,40.0
unknown,unknown,oneMonth,引越しにより利用しなくなった。,1,45.0,41.0
unknown,unknown,twoMonths,冷凍庫の故障から、廃棄することになり、冷凍物を少なくするため,1,431.0,41.0
unknown,unknown,twoMonths,値段と内容が見合わない為,1,22.0,31.0
unknown,unknown,oneMonth,色々な種類のパンが食べることができて良かったけど自分が好みのとは違う感じなので。,1,64.0,51.0
unknown,unknown,oneMonth,"収入減により購入できなくなりました
",1,104.0,47.0
unknown,unknown,twoMonths,"入院の為、お休みしておりました、
今後は長女宅に同居することになりました。
どのお店も美味しかったですが、
退会と致します、
お世話になりました、宜しくお願い申し上げます。",1,412.0,58.0
unknown,unknown,oneMonth,"ある程度全国のパンを食べられて満足したので、退会します。
少し割り高感があります。",1,224.0,64.0
unknown,unknown,oneMonth,利用頻度が少ないため,1,366.0,40.0
unknown,unknown,oneMonth,パン食をあまり食べなくなったのと、少しお高いかな。,1,201.0,33.0
unknown,unknown,twoMonths,"パンの値段が高く感じる。
もう少し安いなら続けられるが、送料を入れても高い。",1,89.0,38.0
unknown,unknown,oneMonth,好みではない事があったから,1,93.0,39.0
unknown,unknown,twoMonths,"ポイントサイト経由での申し込みでしたが、とんでもない広告主だということが分かりました。不信感しかありません。
もう2度と利用する事はない。",1,34.0,26.0
unknown,unknown,twoMonths,好みのパンがあまりないため,1,126.0,46.0
unknown,unknown,oneMonth,全国のパン屋さんと巡り合うことができ、満足したからです。,1,317.0,32.0
unknown,unknown,oneMonth,プレ年金生活になるので,1,831.0,49.0
unknown,unknown,twoMonths,やはり自分の好きなパンを選びたいから。,1,32.0,34.0
unknown,unknown,twoMonths,届くパンがあまり美味しくない為,1,74.0,36.0
unknown,unknown,oneMonth,"パンが溜まって食べ切る事が
出来なくなった。",1,339.0,51.0
unknown,unknown,oneMonth,また利用したい時に入会するため。,1,14.0,41.0
unknown,unknown,oneMonth,"届いたパンはどれも焼き色がうすく、リベイクしましたが、噛んでいると粉っぽく、ネチネチとした食感に。
家族の口にはあいませんでした。
大体の好みのパンを選択出来ればよいのですが…残念です。
好みがあるとはいえ、このパンをおいしいと感じたかたが他のパン屋さんを選ぶと思うと、続けようとは思えませんでした。
",1,16.0,49.0
unknown,unknown,oneMonth,"住んでいる所には、ありとあらゆるパンがあり、わざわざ、パンスクにお願いしなくても、良いかな、と思い始めた。
2回とも、地方の知らないパンが送られてきて、楽しかったが、今回でストップしたいです。",1,44.0,29.0
unknown,unknown,oneMonth,焼き立てパンに憧れて,1,52.0,59.0
unknown,unknown,twoMonths,届いたパンが特に美味しくはなかったから,1,151.0,26.0
unknown,unknown,oneMonth,ハード系でしたので好みに合いませんでした。,1,34.0,32.0
unknown,unknown,oneMonth,"外出自粛で色んなものを冷凍するようになり、冷凍庫のスペースを確保できなくなってしまったので退会することにしました。
沖縄からのパンがとっても美味しくて、お店のHPから購入できるみたいなのでパンのストックがなくなったら注文する予定です！

素敵なパン屋さんに巡り合わせてくれてありがとうございました！
",1,46.0,72.0
unknown,unknown,twoMonths,好みのパンではありませんでした。,1,101.0,51.0
unknown,unknown,twoMonths,送ってもらえるのはありがたいが、自分で目で見て購入して満足したい。,1,82.0,46.0
unknown,unknown,oneMonth,値段の割にパンの数が少ないように思う,1,15.0,41.0
unknown,unknown,oneMonth,パンを食べる機会が少なくなってしまった為,1,94.0,38.0
unknown,unknown,twoMonths,もう利用しないため,1,89.0,26.0
unknown,unknown,oneMonth,お値段が高くて続けられませんでした。,1,140.0,71.0
unknown,unknown,twoMonths,近くにお気に入りのパン屋さんができた。,1,652.0,49.0
unknown,unknown,twoMonths,美味しいけれど、料金が高い。,1,128.0,42.0
unknown,unknown,oneMonth,"自分の好きなパンになかなか出会えなかった為。
もう一度食べたいパンがありましたが、リピ買いが停止されてる為。",1,193.0,60.0
unknown,unknown,oneMonth,苦手な食材が選べなかったので,1,1.0,45.0
unknown,unknown,oneMonth,"パンはとても美味しかったのですが
惣菜パンや菓子パンが多く
食パンが少なかったので…
普段は食パンがほとんどなので",1,82.0,24.0
unknown,unknown,oneMonth,好みでは無いパンが残ってしまう為,1,166.0,31.0
unknown,unknown,twoMonths,"クーポンがあったから利用しました。クーポンなしだと高いので。
届いたパンは全部おいしかったです。ありがとうございました。",1,20.0,36.0
unknown,unknown,oneMonth,家族があまりパンを食べなくなってしまったから。,1,111.0,50.0
